code_x,country,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
pau_gasol,西班牙,"Barcelona, Spain/Spain",保罗 加索尔,Pau Gasol,331704000000,2001,16,保罗,保罗,Pau,2.13,16,加索尔,Gasol,00,2200,中锋,Country,113.4 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
rudy_gay,美国,Connecticut/United States,鲁迪 盖伊,Rudy Gay,524635200000,2006,11,鲁迪,鲁迪,Rudy,2.03,22,盖伊,Gay,00,200752,前锋,College,104.3 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
paul_george,美国,Fresno State/United States,保罗 乔治,Paul George,641620800000,2010,7,保罗,保罗,Paul,2.06,13,乔治,George,00,202331,前锋,College,99.8 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
marcus_georges-hunt,美国,Georgia Tech/United States,马库斯 乔治-亨特,Marcus Georges-Hunt,764830800000,2016,1,马库斯,马库斯,Marcus,1.96,13,乔治-亨特,Georges-Hunt,00,1627875,后卫,College,102.5 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
jonathan_gibson,美国,New Mexico State/United States,乔纳森 吉布森,Jonathan Gibson,563346000000,2010,1,乔纳森,乔纳森,Jonathan,1.88,60,吉布森,Gibson,00,1626780,后卫,College,83.9 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
taj_gibson,美国,Southern California/United States,泰 吉布森,Taj Gibson,488433600000,2009,8,泰,泰,Taj,2.06,67,吉布森,Gibson,00,201959,前锋,College,106.6 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
harry_giles,美国,Duke/United States,哈里 Giles III,Harry Giles III,893217600000,2017,0,哈里,哈里,Harry,2.08,20,Giles III,Giles III,00,1628385,前锋-中锋,College,108.9 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
manu_ginobili,阿根廷,"Bahia Blanca, Argentina/Argentina",马努 吉诺比利,Manu Ginobili,238910400000,1999,15,马努,马努,Manu,1.98,20,吉诺比利,Ginobili,00,1938,后卫,Country,93.0 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
rudy_gobert,法国,France/France,鲁迪 戈贝尔,Rudy Gobert,709531200000,2013,4,鲁迪,鲁迪,Rudy,2.16,27,戈贝尔,Gobert,00,203497,中锋,Country,111.1 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
aaron_gordon,美国,Arizona/United States,阿隆 戈登,Aaron Gordon,811224000000,2014,3,阿隆,阿隆,Aaron,2.06,00,戈登,Gordon,00,203932,前锋,College,99.8 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
eric_gordon,美国,Indiana/United States,埃里克 戈登,Eric Gordon,599029200000,2008,9,埃里克,埃里克,Eric,1.93,10,戈登,Gordon,00,201569,后卫,College,97.5 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
marcin_gortat,波兰,"Lodz, Poland/Poland",马辛 戈塔特,Marcin Gortat,445842000000,2005,10,马辛,马辛,Marcin,2.11,13,戈塔特,Gortat,00,101162,中锋,Country,108.9 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
treveon_graham,美国,Virginia Commonwealth/United States,特雷维安 格拉汉姆,Treveon Graham,751780800000,2015,1,特雷维安,特雷维安,Treveon,1.96,21,格拉汉姆,Graham,00,1626203,后卫-前锋,College,99.3 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
jerami_grant,美国,Syracuse/United States,杰拉米 格兰特,Jerami Grant,763448400000,2014,3,杰拉米,杰拉米,Jerami,2.06,9,格兰特,Grant,00,203924,前锋,College,99.8 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
jerian_grant,美国,Notre Dame/United States,杰里安 格兰特,Jerian Grant,718603200000,2015,2,杰里安,杰里安,Jerian,1.93,2,格兰特,Grant,00,1626170,后卫,College,89.8 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
josh_gray,美国,Louisiana State/United States,约什 格雷,Josh Gray,747547200000,0,0,约什,约什,Josh,1.85,14,格雷,Gray,00,1627982,后卫,From,81.6 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
danny_green,美国,North Carolina/United States,丹尼 格林,Danny Green,551332800000,2009,8,丹尼,丹尼,Danny,1.98,14,格林,Green,00,201980,后卫-前锋,College,97.5 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
draymond_green,美国,Michigan State/United States,德雷蒙德 格林,Draymond Green,636526800000,2012,5,德雷蒙德,德雷蒙德,Draymond,2.01,23,格林,Green,00,203110,前锋,College,104.3 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
gerald_green,美国,Gulf Shores Aca. (TX)/United States,杰拉德 格林,Gerald Green,507099600000,2005,10,杰拉德,杰拉德,Gerald,2.01,14,格林,Green,00,101123,后卫-前锋,High School,93.0 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
jamychal_green,美国,Alabama/United States,杰迈克尔 格林,JaMychal Green,645940800000,2012,3,杰迈克尔,杰迈克尔,JaMychal,2.06,0,格林,Green,00,203210,前锋,College,103.0 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
jeff_green,美国,Georgetown/United States,杰夫 格林,Jeff Green,525585600000,2007,9,杰夫,杰夫,Jeff,2.06,32,格林,Green,00,201145,前锋,College,106.6 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
blake_griffin,美国,Oklahoma/United States,布雷克 格里芬,Blake Griffin,606027600000,2009,7,布雷克,布雷克,Blake,2.08,23,格里芬,Griffin,00,201933,前锋,College,113.9 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
daniel_hamilton,美国,Connecticut/United States,丹尼尔 汉密尔顿,Daniel Hamilton,807854400000,2016,0,丹尼尔,丹尼尔,Daniel,2.01,25,汉密尔顿,Hamilton,00,1627772,后卫,College,88.5 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
tim_hardaway jr.,美国,Michigan/United States,蒂姆 哈达威二世,Tim Hardaway Jr.,700722000000,2013,4,蒂姆,蒂姆,Tim,1.98,3,哈达威二世,Hardaway Jr.,00,203501,前锋-后卫,College,93.0 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
james_harden,美国,Arizona State/United States,詹姆斯 哈登,James Harden,620107200000,2009,8,詹姆斯,詹姆斯,James,1.96,13,哈登,Harden,00,201935,后卫,College,99.8 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
maurice_harkless,美国,St. John's (NY)/United States,莫里斯 哈克里斯,Maurice Harkless,737092800000,2012,5,莫里斯,莫里斯,Maurice,2.06,4,哈克里斯,Harkless,00,203090,前锋,College,99.8 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
montrezl_harrell,美国,Louisville/United States,蒙特雷斯 哈雷尔,Montrezl Harrell,759560400000,2015,2,蒙特雷斯,蒙特雷斯,Montrezl,2.03,5,哈雷尔,Harrell,00,1626149,前锋-中锋,College,108.9 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
devin_harris,美国,Wisconsin/United States,德文 哈里斯,Devin Harris,415170000000,2004,13,德文,德文,Devin,1.90,34,哈里斯,Harris,00,2734,后卫,College,83.9 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
gary_harris,美国,Michigan State/United States,加里 哈里斯,Gary Harris,779515200000,2014,3,加里,加里,Gary,1.93,14,哈里斯,Harris,00,203914,后卫,College,95.3 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
joe_harris,美国,Virginia/United States,乔 哈里斯,Joe Harris,684129600000,2014,3,乔,乔,Joe,1.98,12,哈里斯,Harris,00,203925,前锋-后卫,College,99.3 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
tobias_harris,美国,Tennessee/United States,托拜厄斯 哈里斯,Tobias Harris,711172800000,2011,6,托拜厄斯,托拜厄斯,Tobias,2.06,34,哈里斯,Harris,00,202699,前锋,College,106.6 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
aaron_harrison,美国,Kentucky/United States,阿隆 哈里森,Aaron Harrison,783316800000,2015,2,阿隆,阿隆,Aaron,1.98,9,哈里森,Harrison,00,1626151,后卫,College,95.3 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
andrew_harrison,美国,Kentucky/United States,安德鲁 哈里森,Andrew Harrison,783316800000,2015,1,安德鲁,安德鲁,Andrew,1.98,5,哈里森,Harrison,00,1626150,后卫,College,96.6 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
shaquille_harrison,美国,Tulsa/United States,沙奎尔 哈里森,Shaquille Harrison,749880000000,2016,0,沙奎尔,沙奎尔,Shaquille,1.93,10,哈里森,Harrison,00,1627885,后卫,College,86.2 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
josh_hart,美国,Villanova/United States,约什 哈特,Josh Hart,794466000000,2017,0,约什,约什,Josh,1.96,5,哈特,Hart,00,1628404,后卫,College,97.5 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
udonis_haslem,美国,Florida/United States,犹多尼斯 哈斯勒姆,Udonis Haslem,329371200000,2002,14,犹多尼斯,犹多尼斯,Udonis,2.03,40,哈斯勒姆,Haslem,00,2617,前锋,College,106.6 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
nigel_hayes,美国,Wisconsin/United States,奈杰尔 海耶斯,Nigel Hayes,787554000000,2017,0,奈杰尔,奈杰尔,Nigel,2.01,40,海耶斯,Hayes,00,1628502,前锋,College,115.2 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
gordon_hayward,美国,Butler/United States,戈登 海沃德,Gordon Hayward,638168400000,2010,7,戈登,戈登,Gordon,2.03,20,海沃德,Hayward,00,202330,前锋,College,102.5 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
reggie_hearn,美国,Northwestern/United States,雷吉 赫恩,Reggie Hearn,682142400000,2013,0,雷吉,雷吉,Reggie,1.96,38,赫恩,Hearn,00,203687,后卫,College,95.3 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
myke_henry,美国,DePaul/United States,Myke 亨利,Myke Henry,725086800000,2016,0,Myke,Myke,Myke,1.98,4,亨利,Henry,00,1627988,前锋,From,95.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
john_henson,美国,North Carolina/United States,约翰 亨森,John Henson,662360400000,2012,5,约翰,约翰,John,2.11,31,亨森,Henson,00,203089,中锋,College,103.9 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
juan_hernangomez,西班牙,Spain,Juancho 埃尔南戈麦斯,Juancho Hernangomez,812260800000,2016,1,Juancho,Juancho,Juancho,2.06,41,埃尔南戈麦斯,Hernangomez,00,1627823,前锋,,104.3 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
willy_hernangomez,西班牙,Spain/Spain,威利 埃尔南戈麦斯,Willy Hernangomez,770011200000,2015,1,威利,威利,Willy,2.11,41,埃尔南戈麦斯,Hernangomez,00,1626195,中锋,,108.9 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
mario_hezonja,克罗地亚,Croatia/Croatia,马里奥 海佐尼亚,Mario Hezonja,793688400000,2015,2,马里奥,马里奥,Mario,2.03,8,海佐尼亚,Hezonja,00,1626209,前锋-后卫,,98.9 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
isaiah_hicks,美国,North Carolina/United States,以赛亚 希克斯,Isaiah Hicks,775022400000,2017,0,以赛亚,以赛亚,Isaiah,2.06,4,希克斯,Hicks,00,1628439,前锋,College,109.8 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
buddy_hield,巴哈马,Oklahoma/Bahamas,巴迪 希尔德,Buddy Hield,756104400000,2016,1,巴迪,巴迪,Buddy,1.93,24,希尔德,Hield,00,1627741,后卫,College,97.1 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
george_hill,美国,Indiana Purdue-Indianapolis/United States,乔治 希尔,George Hill,515563200000,2008,9,乔治,乔治,George,1.90,3,希尔,Hill,00,201588,后卫,College,85.3 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
solomon_hill,美国,Arizona/United States,所罗门 希尔,Solomon Hill,669272400000,2013,4,所罗门,所罗门,Solomon,2.01,44,希尔,Hill,00,203524,前锋,College,102.1 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
darrun_hilliard,美国,Villanova/United States,达伦 希尔拉德,Darrun Hilliard,734673600000,2015,2,达伦,达伦,Darrun,1.98,24,希尔拉德,Hilliard,00,1626199,后卫,College,99.8 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
jrue_holiday,美国,UCLA/United States,朱 霍勒迪,Jrue Holiday,645163200000,2009,8,朱,朱,Jrue,1.93,11,霍勒迪,Holiday,00,201950,后卫,College,93.0 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
justin_holiday,美国,Washington/United States,贾斯汀 霍勒迪,Justin Holiday,607752000000,2011,4,贾斯汀,贾斯汀,Justin,1.98,7,霍勒迪,Holiday,00,203200,后卫,College,83.9 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
john_holland,美国,Boston U./United States,约翰 霍兰德,John Holland,594795600000,2011,1,约翰,约翰,John,1.96,10,霍兰德,Holland,00,204066,后卫-前锋,College,93.0 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
rondae_hollis-jefferson,美国,Arizona/United States,朗达 霍里斯-杰弗森,Rondae Hollis Jefferson,789109200000,2015,2,朗达,朗达,Rondae,2.01,24,霍里斯-杰弗森,Hollis Jefferson,00,1626178,前锋,College,97.1 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
richaun_holmes,美国,Bowling Green/United States,理查恩 霍姆斯,Richaun Holmes,750657600000,2015,2,理查恩,理查恩,Richaun,2.08,22,霍姆斯,Holmes,00,1626158,前锋-中锋,College,106.6 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
rodney_hood,美国,Duke/United States,罗德尼 胡德,Rodney Hood,719553600000,2014,3,罗德尼,罗德尼,Rodney,2.03,1,胡德,Hood,00,203918,后卫,College,93.4 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
scotty_hopson,,Tennessee,斯科蒂 霍普森,Scotty Hopson,618552000000,2011,1,斯科蒂,斯科蒂,Scotty,2.01,32,霍普森,Hopson,00,203816,后卫,College,92.5 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
al_horford,多明尼加共和国,Florida/Dominican Republic,艾尔 霍福德,Al Horford,518155200000,2007,10,艾尔,艾尔,Al,2.08,42,霍福德,Horford,00,201143,前锋-中锋,College,111.1 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
danuel_house,美国,Texas A&M/United States,丹尼尔 豪斯,Danuel House,739425600000,2016,1,丹尼尔,丹尼尔,Danuel,2.01,23,豪斯,House,00,1627863,前锋-后卫,College,99.8 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
dwight_howard,美国,SW Atlanta Christian Academy (GA)/United States,德怀特 霍华德,Dwight Howard,502866000000,2004,13,德怀特,德怀特,Dwight,2.11,12,霍华德,Howard,00,2730,中锋,High School,120.2 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
josh_huestis,美国,Stanford/United States,约什 休斯蒂斯,Josh Huestis,693118800000,2014,2,约什,约什,Josh,2.01,34,休斯蒂斯,Huestis,00,203962,后卫,College,104.3 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
rj_hunter,美国,Georgia State/United States,RJ 亨特,RJ Hunter,751435200000,2015,2,RJ,RJ,RJ,1.96,2,亨特,Hunter,00,1626154,后卫,College,83.9 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
vincent_hunter,美国,Texas-El Paso/United States,文森特 亨特,Vincent Hunter,776059200000,2015,0,文森特,文森特,Vincent,2.03,32,亨特,Hunter,00,1626205,前锋,College,94.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
serge_ibaka,刚果民主共和国,"Brazzaville, Rep. of Congo/Democratic Republic of the Congo",赛尔吉 伊巴卡,Serge Ibaka,622094400000,2008,8,赛尔吉,赛尔吉,Serge,2.08,9,伊巴卡,Ibaka,00,201586,前锋,Country,106.6 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
andre_iguodala,美国,Arizona/United States,安德烈 伊戈达拉,Andre Iguodala,444114000000,2004,13,安德烈,安德烈,Andre,1.98,9,伊戈达拉,Iguodala,00,2738,前锋-后卫,College,97.5 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
ersan_ilyasova,土耳其,"Eskisehir, Turkey/Turkey",艾森 伊利亚索瓦,Ersan Ilyasova,548049600000,2005,9,艾森,艾森,Ersan,2.08,23,伊利亚索瓦,Ilyasova,00,101141,前锋,Country,106.6 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
joe_ingles,澳洲,Australia,乔 英格尔斯,Joe Ingles,560145600000,2009,3,乔,乔,Joe,2.03,2,英格尔斯,Ingles,00,204060,前锋,None,102.5 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
brandon_ingram,美国,Duke/United States,布兰登 英格拉姆,Brandon Ingram,873172800000,2016,1,布兰登,布兰登,Brandon,2.06,14,英格拉姆,Ingram,00,1627742,前锋-后卫,College,86.2 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
kyrie_irving,澳洲,Duke/Australia,凯里 欧文,Kyrie Irving,701326800000,2011,6,凯里,凯里,Kyrie,1.90,11,欧文,Irving,00,202681,后卫,College,87.5 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
jonathan_isaac,美国,Florida State/United States,乔纳森 艾萨克,Jonathan Isaac,875851200000,2017,0,乔纳森,乔纳森,Jonathan,2.08,1,艾萨克,Isaac,00,1628371,前锋,College,95.3 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
wes_iwundu,美国,Kansas State/United States,韦斯 阿温杜,Wes Iwundu,787899600000,2017,0,韦斯,韦斯,Wes,2.01,25,阿温杜,Iwundu,00,1628411,前锋,College,88.5 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
jarrett_jack,美国,Georgia Tech/United States,贾瑞特 杰克,Jarrett Jack,436161600000,2005,12,贾瑞特,贾瑞特,Jarrett,1.90,55,杰克,Jack,00,101127,后卫,College,90.7 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
demetrius_jackson,美国,Notre Dame/United States,德米特里厄斯 杰克逊,Demetrius Jackson,778910400000,2016,1,德米特里厄斯,德米特里厄斯,Demetrius,1.85,11,杰克逊,Jackson,00,1627743,后卫,College,91.2 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
frank_jackson,美国,Duke/United States,弗兰克 杰克逊,Frank Jackson,894254400000,2017,0,弗兰克,弗兰克,Frank,1.90,15,杰克逊,Jackson,00,1628402,后卫,College,93.0 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
josh_jackson,美国,Kansas/United States,约什 杰克逊,Josh Jackson,855550800000,2017,0,约什,约什,Josh,2.03,20,杰克逊,Jackson,00,1628367,后卫-前锋,College,90.7 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
justin_jackson,美国,North Carolina/United States,贾斯汀 杰克逊,Justin Jackson,796366800000,2017,0,贾斯汀,贾斯汀,Justin,2.03,25,杰克逊,Jackson,00,1628382,前锋,College,95.3 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
reggie_jackson,美国,Boston College/United States,雷吉 杰克逊,Reggie Jackson,640238400000,2011,6,雷吉,雷吉,Reggie,1.90,1,杰克逊,Jackson,00,202704,后卫,College,94.3 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
lebron_james,美国,St. Vincent-St. Mary HS (OH)/United States,勒布朗 詹姆斯,LeBron James,473230800000,2003,14,勒布朗,勒布朗,LeBron,2.03,23,詹姆斯,James,00,2544,前锋-后卫,High School,113.4 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
mike_james,美国,Lamar/United States,迈克 詹姆斯,Mike James,650952000000,2012,0,迈克,迈克,Mike,1.85,5,詹姆斯,James,00,1628455,后卫,College,88.5 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
al_jefferson,美国,Prentiss HS (MS)/United States,艾尔 杰弗森,Al Jefferson,473662800000,2004,13,艾尔,艾尔,Al,2.08,25,杰弗森,Jefferson,00,2744,中锋,High School,127.0 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
amile_jefferson,美国,Duke/United States,阿米尔 杰弗森,Amile Jefferson,736747200000,2017,0,阿米尔,阿米尔,Amile,2.06,10,杰弗森,Jefferson,00,1628518,前锋,College,101.6 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
richard_jefferson,美国,Arizona/United States,理查德 杰弗森,Richard Jefferson,330408000000,2001,16,理查德,理查德,Richard,2.01,22,杰弗森,Jefferson,00,2210,前锋,College,105.7 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
brandon_jennings,美国,Oak Hill Academy (VA)/United States,布兰登 詹宁斯,Brandon Jennings,622526400000,2009,8,布兰登,布兰登,Brandon,1.85,11,詹宁斯,Jennings,00,201943,后卫,High School,77.1 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
jonas_jerebko,瑞典,"Kinna, Sweden/Sweden",乔纳斯 杰雷布科,Jonas Jerebko,541659600000,2009,7,乔纳斯,乔纳斯,Jonas,2.08,8,杰雷布科,Jerebko,00,201973,前锋,Country,104.8 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
amir_johnson,美国,Westchester HS (Los Angeles)/United States,阿米尔 约翰逊,Amir Johnson,546840000000,2005,12,阿米尔,阿米尔,Amir,2.06,5,约翰逊,Johnson,00,101161,中锋-前锋,High School,108.9 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
brice_johnson,美国,North Carolina/United States,布莱斯 约翰逊,Brice Johnson,772689600000,2016,1,布莱斯,布莱斯,Brice,2.08,13,约翰逊,Johnson,00,1627744,前锋,College,104.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
dakari_johnson,美国,Kentucky/United States,达卡里 约翰逊,Dakari Johnson,811742400000,2015,0,达卡里,达卡里,Dakari,2.13,44,约翰逊,Johnson,00,1626177,中锋,College,115.7 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
